"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"An improved virtual reality engine for substation simulation","M. Fanqi; K. Yunqi","School of Information Engineering, Northeast Dianli University, Jilin, China; School of Information Engineering, Northeast Dianli University, Jilin, China","2010 2nd International Conference on Future Computer and Communication","28 Jun 2010","2010","1","","V1-846","V1-849","Training power staff in a virtual substation can avoid the potential electrical accidents in a real substation. But the development of virtual substation is a very complex and large software engineering. One of the reasons is the requirement to establish many Virtual Models of Power Devices (VMPD). In order to reduce development cycle of the whole system, we propose a flexible development mode to create the framework of virtual substation. The development mode uses an improved virtual reality (VR) engine as the kernel of virtual substation. And we apply a three-dimensional (3D) modeling method to virtual substation based on the VR engine. We analyze the components which should be included in the VR engine, and improve a VR engine by updating modeling system and adding VMPD library. Finally, we demonstrate the feasibility of our method by showing the scene of the virtual substation which is established by using the VR engine.","","978-1-4244-5824-0","10.1109/ICFCC.2010.5497308","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5497308","virtual reality;substation simulation;3D modeling;VR engine;component","Virtual reality;Engines;Substations;Power system modeling;Electric potential;Electrical accidents;Software engineering;Kernel;Libraries;Layout","computer based training;power engineering computing;power engineering education;power system management;virtual reality","virtual reality engine;substation simulation;electrical accidents;virtual substation;software engineering;virtual models;power devices;3D modeling","","3","","7","IEEE","28 Jun 2010","","","IEEE","IEEE Conferences"
"A Review on Usability and Performance Evaluation in Virtual Reality Systems","A. N. Ramaseri Chandra; F. El Jamiy; H. Reza","School of Electrical Engineering and Computer Science, University of North Dakota, Grand Forks, ND, USA; School of Electrical Engineering and Computer Science, University of North Dakota, Grand Forks, ND; School of Electrical Engineering and Computer Science, University of North Dakota, Grand Forks, ND","2019 International Conference on Computational Science and Computational Intelligence (CSCI)","20 Apr 2020","2019","","","1107","1114","Performance and usability are essential elements (non-functional requirements) of a virtual reality system. These are the main factors considered by a user for the extensive adoption of any emerging technology like virtual reality. Evaluation of such non-functional requirements is challenging, and gaining the interest of researchers. In this paper, Usability, its importance in virtual reality systems, issues relating to usability, and performance are discussed. Multiple evaluation techniques for usability like group testing, comparative, formative and user analysis have been reviewed. Performance evaluation in a virtual environment based on multiple factors like delay, latency, gender, sense of presence, and technological advancements are discussed. The key motive of this paper is to survey the existing and ongoing research studies in usability and performance evaluation of a virtual environment.","","978-1-7281-5584-5","10.1109/CSCI49370.2019.00210","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9071019","Virtual Reality (VR), Non functional requirements, Usability, Performance, Evaluation, Software Architecture","Usability;Software architecture;Virtual environments;Visualization;Performance evaluation","human computer interaction;virtual reality","virtual reality system;nonfunctional requirements;performance evaluation;virtual environment;usability evaluation;group testing;comparative analysis;user analysis;delay;latency;technological advancements","","4","","33","IEEE","20 Apr 2020","","","IEEE","IEEE Conferences"
"Methoed on human factors analysis in maintainability evaluation with VR-based environment","R. Liu; C. Lv; D. Zhou; Y. Zou","State Key Laboratory of Virtual Reality Technology and System, Beihang University, Beijing, China; State Key Laboratory of Virtual Reality Technology and System, Beihang University, Beijing, China; Department of System Engineering, Beihang University, Beijing, China; Department of System Engineering, Beihang University, Beijing, China","2009 8th International Conference on Reliability, Maintainability and Safety","29 Sep 2009","2009","","","639","644","The maintenance work of equipments is so heavy that it has to be considered as one of the most important works in designing phase of equipments. The dissertation studies the analysis methods and the requirements of the human factors analysis in maintainability evaluation. And the article presents a human factors analysis method in maintainability evaluation with the VR-based environment. Then based on the analysis flow of maintainability evaluation, a new human factor analysis system and an integrated human factors analysis method are given. Considering the advantages of information technology, the dissertation also layouts the flow of human analysis in maintainability evaluation with VR-based environment. At the end of the paper, this method is verified in a practice.","","978-1-4244-4903-3","10.1109/ICRMS.2009.5270110","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5270110","maintainability evaluation;human factors;virtual reality","Human factors;Virtual reality;Accidents;Process design;Security;Maintenance;Product design;Safety;Information analysis;FAA","human factors;information technology;maintenance engineering;virtual reality","human factors analysis;maintainability evaluation;VR based environment;information technology;virtual reality","","","","11","IEEE","29 Sep 2009","","","IEEE","IEEE Conferences"
"Visualized Cues for Enhancing Spatial Ability Training in Virtual Reality","Q. Chen; L. Deng; T. Xu; Y. Zhou","Shaanxi Normal University, China; Shaanxi Normal University, China; Northwestern Polytechnical University, China; Shaanxi Normal University, China","2022 IEEE Conference on Virtual Reality and 3D User Interfaces Abstracts and Workshops (VRW)","20 Apr 2022","2022","","","299","300","There is a growing research interest in training spatial ability in Virtual Reality (VR), which could provide a fully interactive learning environment. However, existing spatial ability VR training systems lack cues to assist mental rotation and visualization. Learners may suffer from insufficient assistance to discover spatial reasoning rules in the training process. The aims of most visual cues for pedagogical purposes are to draw the viewer's attention, which can not meet the requirements of spatial training tasks. To address this issue, we propose three cues for learners to succeed in spatial tasks: color, rotation path, and circle. These visual cues provide supplementary spatial information and just-in-time explanations. They help distinguish the different parts of the solid, visualize the spatial information like rotation and direction, and emphasize the key points to solve the problems.","","978-1-6654-8402-2","10.1109/VRW55335.2022.00067","National Natural Science Foundation of China(grant numbers:62077036); national key research and development program of China(grant numbers:2018AAA0100501); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9757465","Educational VR;Spatial Ability;Visual Cues;Human-centered computing;Virtual Reality","Training;Visualization;Three-dimensional displays;Conferences;Virtual reality;Color;User interfaces","computer aided instruction;computer based training;learning (artificial intelligence);spatial reasoning;virtual reality","insufficient assistance;spatial reasoning rules;training process;visual cues;spatial training tasks;spatial tasks;supplementary spatial information;visualized cues;enhancing spatial ability training;Virtual Reality;growing research interest;training spatial ability;fully interactive learning environment;spatial ability VR;systems lack cues;mental rotation;visualization","","","","8","IEEE","20 Apr 2022","","","IEEE","IEEE Conferences"
"The Relationship between Requirements Engineering and Virtual Reality Systems: A Systematic Literature Review","A. C. C. d. Santos; M. E. Delamaro; F. L. S. Nunes","NA; Instituto de Ciências Matemáticas e de Computação–ICMC, University of São Paulo - USP, São Carlos, SP, Brazil; Escola de Artes, Cienc. e Humanidades - EACH, Univ. of Sao Paulo - USP, Sao Paulo, Brazil","2013 XV Symposium on Virtual and Augmented Reality","7 Nov 2013","2013","","","53","62","The development of Virtual Reality (VR) is a difficult task, requiring knowledge and understanding of different areas. Furthermore, the Requirements Engineering (RE) has a key role in the development of VR systems, because the requirements of these systems are imposed directly by human senses and abstracted by the ability of the developers to represent the physical and kinematic models of these environments. The aim of this paper is to present the results of a Systematic Literature Review to consolidate existing evidence regarding the use of RE for VR systems and VR contributions to the RE process. We have analyzed 12 primary studies published between 1998 and 2011. The results indicate mainly the deficiency of studies that show the use of the RE process for VR systems, because it is necessary that this process occur in accordance with the technological peculiarities of VR systems.","","978-0-7695-5001-5","10.1109/SVR.2013.52","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6655762","systematic literature revie;virtual reality;requirements engineering","Systematics;Software;Virtual reality;Data mining;Databases;Manuals;Conferences","formal specification;software engineering;virtual reality","requirements engineering;virtual reality systems;VR system development;physical model representation;kinematic model representation;systematic literature review;RE process","","10","","25","IEEE","7 Nov 2013","","","IEEE","IEEE Conferences"
"The virtual windtunnel: A high-performance virtual reality application","S. Bryson","Applied Research Branch, Numerical Aerodynamic Simulation Systems Division, NASA Ames Research Center, Computer Science Corporation, Moffett Field, CA, USA","Proceedings of IEEE Virtual Reality Annual International Symposium","6 Aug 2002","1993","","","20","26","Work in progress on a virtual environment designed for the visualization of pre-computed fluid flows is described. The overall problems involved in the visualization of fluid flow are summarized, including computational, data management, and interface issues. Requirements for a flow visualization are summarized. Many aspects of the implementation of the virtual windtunnel have been uniquely determined by these requirements. The user interface is described in detail.<>","","0-7803-1363-1","10.1109/VRAIS.1993.380803","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=380803","","Virtual reality;Data visualization;Fluid flow;Virtual environment;Computational fluid dynamics;Application software;NASA;Computer interfaces;Computer graphics;Aircraft","data visualisation;virtual reality;flow visualisation;physics computing;user interfaces","precomputed fluid flow visualization;virtual windtunnel;virtual reality application;virtual environment;computational;data management;interface;flow visualization;user interface","","6","","9","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"A disassembly user requirements analysis method, tools and validated examples","P. G. Ranky; R. J. Caudill; K. Limaye; N. Alli; S. ChamyVelumani; A. Bhatia; M. Lonkar","The Department of Industrial and Manufacturing Engineering, New Jersey Institute of Technology, Newark, NJ, USA; Computer Medeling Engineer, NDCEE Task 228 DEER 2 Program, Concurrent Technologies Corporation, Largo, FL, USA; Department of Industrial and Manufacturing Engineering, MERC Multi lifecycle Engineering Research Center NJIT, Newark, NJ, USA; MERC (Multi-lifecycle Engineering Research Center), New Jersey Institute of Technology, Newark, NJ, USA; NJIT, MERC (Multi-lifecycle Engineering Research Center), Newark, NJ, USA; NJIT, MERC (Multi-lifecycle Engineering Research Center), Newark, NJ, USA; NJIT, MERC (Multi-lifecycle Engineering Research Center), Newark, NJ, USA","Conference Record 2002 IEEE International Symposium on Electronics and the Environment (Cat. No.02CH37273)","7 Aug 2002","2002","","","128","132","The objective of this research was to create an object component oriented requirements analysis software tool that enables enterprises to analyze and design all critical aspects of their demanufacturing processes over the web and/or their company intranets. Our solution provides an analytical method for evaluating various disassembly line manager and operator user requirements, based on appropriate engineering solutions, including the parameter ranges and their correlation matrices of such solutions. The result of this R&D effort is our implemented and validated, web-enabled, open source CORA Tool (object/component oriented requirements analysis tool).","1095-2020","0-7803-7214-X","10.1109/ISEE.2002.1003253","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1003253","","Software tools;Engineering management;Research and development;Risk analysis;Manufacturing industries;Design engineering;Failure analysis;Unified modeling language;Virtual reality;Financial management","object-oriented methods;research and development management;design for environment;engineering computing;software packages","disassembly user requirements analysis method;object/component oriented requirements analysis software tool;demanufacturing processes;company intranets;World Wide Web;engineering solutions;parameter ranges;R&D effort;web-enabled open source CORA Tool;demanufacturing;disassembly line management;virtual disassembly;enterprise model in Unified Modeling Language;disassembly failure risk analysis;demanufacturing software tools","","1","","28","IEEE","7 Aug 2002","","","IEEE","IEEE Conferences"
"Research on integrated application of virtual reality technology based on BIM","L. Shengyi; W. Jia","Beijing University of Civil Engineering and Architecture, Beijing, China; Beijing University of Civil Engineering and Architecture, Beijing, China","2016 Chinese Control and Decision Conference (CCDC)","8 Aug 2016","2016","","","2865","2868","With the continuous upgrading of architectural design requirements, architectural model becoming more complex, and the integration of computer technology, Virtual reality technology has emerged in the architectural design. BIM technology is to establish a model database covering the whole life cycle of construction projects, and to achieve the information integration and sharing each stage, based on the model between different professional. The integration of BIM technology and virtual reality technology is to make that the virtual reality technology will be applied better in construction engineering project with the BIM database.","1948-9447","978-1-4673-9714-8","10.1109/CCDC.2016.7531470","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7531470","BIM;virtual reality technology;integrated application;three-dimensional model","Solid modeling;Virtual reality;Buildings;Computational modeling;Three-dimensional displays;Software;Data models","buildings (structures);civil engineering computing;construction;project management;virtual reality","architectural design requirements;architectural model;computer technology;virtual reality technology;BIM technology;model database;information integration;information sharing;construction engineering project;BIM database","","3","","14","IEEE","8 Aug 2016","","","IEEE","IEEE Conferences"
"Research on Automatic Generation Method of Virtual Reality Scene and Design of User Experience Evaluation","B. Gan; P. Xia","Guangzhou Nanyang Polytechnic, Guangzhou, China; Guangzhou Nanyang Polytechnic, Guangzhou, China","2020 International Conference on Information Science, Parallel and Distributed Systems (ISPDS)","18 Nov 2020","2020","","","308","312","With the continuous development of new technology, large-scale virtual reality scene is widely used in various projects, and virtual reality scene directly affects the running speed and real-time update status, and is also one of the key indicators to determine the user experience. Therefore, in view of the above problems, this paper proposes a crowdsourcing number based on the generation confrontation network model from the design of virtual reality scene according to the driven virtual reality scene automatic generation method, the real scene with human-computer interaction ability is generated to meet the design requirements. By comparing the real model, the real-time rendering model on the computer and the virtual model under the virtual reality system, this paper explores the difference of the evaluation of the design scheme by different prototype modes, and studies the cognitive differences and experience differences of the users. The experimental results show that the virtual reality evaluation is very close to the real effect in the experience, and the user experience has a certain degree of impact on the scene characters' vision, using behavior and impression provide more reliable evaluation methods, and provide new ideas for creating a scientific and comprehensive virtual reality design evaluation system.","","978-1-7281-9668-8","10.1109/ISPDS51347.2020.00071","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9258546","virtual reality;scene generation;artificial neural network;user experience;design evaluation","Virtual reality;User experience;Solid modeling;Three-dimensional displays;Service-oriented architecture;Information science;Data acquisition","rendering (computer graphics);user experience;virtual reality","user experience evaluation;large-scale virtual reality scene;generation confrontation network model;driven virtual reality scene automatic generation method;virtual model;scene characters;scientific reality design evaluation system;comprehensive virtual reality design evaluation system","","","","9","IEEE","18 Nov 2020","","","IEEE","IEEE Conferences"
"Solid Modelling Interaction with Sensors in Virtual Environment for the Application of Virtual Reality Welding","B. V G; R. Patil","School of Mechanical Engineering, REVA University, Bengaluru, India; Department of Mechanical Engineering, Atria Institute of Technology, Bengaluru, India","2017 International Conference on Current Trends in Computer, Electrical, Electronics and Communication (CTCEEC)","6 Sep 2018","2017","","","645","647","The imperative part of strong displaying in virtual reality framework is to improve the movement of a user with definitive movement control in genuine intelligent condition. In an ongoing intelligent recreation movement development depends on sensors and other movement control gadgets, yet in virtual condition movement developments depends on the basics of kinematics and energy. Virtual reality interface is utilized to achieve idealize physical communication amongst genuine and virtual recreation with proper dynamic requirements. Aside from info and yield gadgets, few of virtual reality programming projects which oversees different sensors and movement controllers, sensors approaching information lastly produces reasonable yield to an end user. This research paper focusses on movement displaying for connection between CAD models and Virtual Reality Models using 3ds Max 2017 and Unity 3d softwares. The paper likewise portrays different equipment arrangement of sensors and Arduino for virtual reality welding.","","978-1-5386-3243-7","10.1109/CTCEEC.2017.8455034","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8455034","Virtual Reality;3ds Max 2017;Unity 3d;Solid modelling;Arduino Mega","Solid modeling;Sensors;Welding;Virtual reality;Three-dimensional displays;Acoustics;Encoding","CAD;solid modelling;virtual manufacturing;virtual reality;welding","solid modelling interaction;virtual environment;virtual reality welding;virtual reality framework;definitive movement control;movement control gadgets;virtual condition movement developments;virtual reality programming projects;movement controllers;virtual reality interface;virtual reality models;intelligent recreation movement development;CAD models;3ds Max 2017;Unity 3d softwares","","","","10","IEEE","6 Sep 2018","","","IEEE","IEEE Conferences"
